Index,ID,Barcode,Name,MainCategory,SubCategory,Price,Cost,Stock,UpdatedAt
51,"1787234572281","352080002","جلبه 50م كيسيل","كيسيل","قطع 50م كيسيل",40.5,0,0,"2026-08-20T14:02:52.28+00:00"
52,"1787234654208","352080017","جلبه اصلاح 50م كيسيل","كيسيل","قطع 50م كيسيل",46.25,0,0,"2026-08-20T14:04:14.314+00:00"
53,"1787234745896","352040003","مشترك واى 50م كيسيل","كيسيل","قطع 50م كيسيل",71,0,0,"2026-08-20T14:05:46.001+00:00"
54,"1787234810921","352050003","مشترك عاده 50م كيسيل","كيسيل","قطع 50م كيسيل",68.75,0,0,"2026-08-20T14:06:51.046+00:00"
55,"1787234889559","352093001","هوايه 50م كيسيل","كيسيل","قطع 50م كيسيل",35,0,0,"2026-08-20T14:08:09.663+00:00"
56,"1787234958232","352091002","طبة بيبة 50م كيسيل","كيسيل","قطع 50م كيسيل",35,0,0,"2026-08-20T14:09:18.345+00:00"
57,"1787235031673","352091008","طبه كاب 50م كيسيل","كيسيل","قطع 50م كيسيل",30.75,0,0,"2026-08-20T14:10:31.777+00:00"
58,"1787235079730","352080012","جلبه بسن 50م كيسيل","كيسيل","قطع 50م كيسيل",31,0,0,"2026-08-20T14:11:19.87+00:00"
59,"1787235138750","35202007","كوع بسن 50م كيسيل","كيسيل","قطع 50م كيسيل",33.75,0,0,"2026-08-20T14:12:18.86+00:00"
60,"374","AL.247","وصلة مرنة اصيل 80 سم","وصله متعدده","وصلة مرنة اصيل",80,0,100,"2026-08-13T16:42:46.911462+00:00"
61,"load_test_1785076896137_conflict_test","","Original Product Name","عام","",75,0,80,"2026-08-13T16:42:48.404734+00:00"
62,"load_test_1785076896137_idempotent_test","","Idempotent Pending Item","عام","",999,0,10,"2026-08-13T16:42:48.404734+00:00"
63,"load_test_1785076896137_ins_0","","Load Test Product 0","عام","",200,0,50,"2026-08-13T16:42:48.404734+00:00"
64,"load_test_1785076896137_ins_1","","Load Test Product 1","عام","",201,0,50,"2026-08-13T16:42:48.404734+00:00"
65,"load_test_1785076896137_ins_14","","Load Test Product 14","عام","",214,0,50,"2026-08-13T16:42:48.404734+00:00"
66,"load_test_1785076896137_ins_15","","Load Test Product 15","عام","",215,0,50,"2026-08-13T16:42:48.404734+00:00"
67,"load_test_1785076896137_ins_16","","Load Test Product 16","عام","",216,0,50,"2026-08-13T16:42:48.404734+00:00"
68,"load_test_1785076896137_ins_17","","Load Test Product 17","عام","",217,0,50,"2026-08-13T16:42:48.404734+00:00"
69,"load_test_1785076896137_ins_19","","Load Test Product 19","عام","",219,0,50,"2026-08-13T16:42:48.404734+00:00"
70,"load_test_1785076896137_ins_2","","Load Test Product 2","عام","",202,0,50,"2026-08-13T16:42:48.404734+00:00"
71,"load_test_1785076896137_ins_23","","Load Test Product 23","عام","",223,0,50,"2026-08-13T16:42:48.404734+00:00"
72,"load_test_1785076896137_ins_24","","Load Test Product 24","عام","",224,0,50,"2026-08-13T16:42:48.404734+00:00"
73,"load_test_1785076896137_ins_25","","Load Test Product 25","عام","",225,0,50,"2026-08-13T16:42:48.404734+00:00"
74,"load_test_1785076896137_ins_26","","Load Test Product 26","عام","",226,0,50,"2026-08-13T16:42:48.404734+00:00"
75,"load_test_1785076896137_ins_27","","Load Test Product 27","عام","",227,0,50,"2026-08-13T16:42:48.404734+00:00"
76,"load_test_1785076896137_ins_28","","Load Test Product 28","عام","",228,0,50,"2026-08-13T16:42:48.404734+00:00"
77,"load_test_1785076896137_ins_29","","Load Test Product 29","عام","",229,0,50,"2026-08-13T16:42:48.404734+00:00"
78,"load_test_1785076896137_ins_3","","Load Test Product 3","عام","",203,0,50,"2026-08-13T16:42:48.404734+00:00"
79,"load_test_1785076896137_ins_30","","Load Test Product 30","عام","",230,0,50,"2026-08-13T16:42:48.404734+00:00"
80,"load_test_1785076896137_ins_31","","Load Test Product 31","عام","",231,0,50,"2026-08-13T16:42:48.404734+00:00"
81,"load_test_1785076896137_ins_32","","Load Test Product 32","عام","",232,0,50,"2026-08-13T16:42:48.404734+00:00"
82,"load_test_1785076896137_ins_33","","Load Test Product 33","عام","",233,0,50,"2026-08-13T16:42:48.404734+00:00"
83,"load_test_1785076896137_ins_36","","Load Test Product 36","عام","",236,0,50,"2026-08-13T16:42:48.404734+00:00"
84,"load_test_1785076896137_ins_37","","Load Test Product 37","عام","",137,0,50,"2026-08-13T16:42:48.404734+00:00"
85,"load_test_1785076896137_ins_38","","Load Test Product 38","عام","",138,0,50,"2026-08-13T16:42:48.404734+00:00"
86,"load_test_1785076896137_ins_40","","Load Test Product 40","عام","",140,0,50,"2026-08-13T16:42:48.404734+00:00"
87,"load_test_1785076896137_ins_41","","Load Test Product 41","عام","",141,0,50,"2026-08-13T16:42:48.404734+00:00"
88,"load_test_1785076896137_ins_42","","Load Test Product 42","عام","",142,0,50,"2026-08-13T16:42:48.404734+00:00"
89,"load_test_1785076896137_ins_43","","Load Test Product 43","عام","",143,0,50,"2026-08-13T16:42:48.404734+00:00"
90,"load_test_1785076896137_ins_44","","Load Test Product 44","عام","",144,0,50,"2026-08-13T16:42:48.404734+00:00"
91,"load_test_1785076896137_ins_45","","Load Test Product 45","عام","",145,0,50,"2026-08-13T16:42:48.404734+00:00"
92,"load_test_1785076896137_ins_46","","Load Test Product 46","عام","",146,0,50,"2026-08-13T16:42:48.404734+00:00"
93,"load_test_1785076896137_ins_47","","Load Test Product 47","عام","",147,0,50,"2026-08-13T16:42:48.404734+00:00"
94,"load_test_1785076896137_ins_48","","Load Test Product 48","عام","",148,0,50,"2026-08-13T16:42:48.404734+00:00"
95,"load_test_1785079220891_conflict_test","","Original Product Name","عام","",50,0,100,"2026-08-13T16:42:48.404734+00:00"
96,"load_test_1785079220891_ins_0","","Load Test Product 0","عام","",200,0,50,"2026-08-13T16:42:48.404734+00:00"
97,"load_test_1785079220891_ins_1","","Load Test Product 1","عام","",201,0,50,"2026-08-13T16:42:48.404734+00:00"
98,"load_test_1785079220891_ins_10","","Load Test Product 10","عام","",210,0,50,"2026-08-13T16:42:48.404734+00:00"
99,"load_test_1785079220891_ins_11","","Load Test Product 11","عام","",211,0,50,"2026-08-13T16:42:48.404734+00:00"
100,"load_test_1785079220891_ins_14","","Load Test Product 14","عام","",214,0,50,"2026-08-13T16:42:48.404734+00:00"
101,"load_test_1785079220891_ins_15","","Load Test Product 15","عام","",215,0,50,"2026-08-13T16:42:48.404734+00:00"
102,"load_test_1785079220891_ins_16","","Load Test Product 16","عام","",216,0,50,"2026-08-13T16:42:48.404734+00:00"
103,"load_test_1785079220891_ins_17","","Load Test Product 17","عام","",217,0,50,"2026-08-13T16:42:48.404734+00:00"
104,"load_test_1785079220891_ins_18","","Load Test Product 18","عام","",218,0,50,"2026-08-13T16:42:48.404734+00:00"
105,"load_test_1785079220891_ins_2","","Load Test Product 2","عام","",202,0,50,"2026-08-13T16:42:48.404734+00:00"
106,"load_test_1785079220891_ins_21","","Load Test Product 21","عام","",221,0,50,"2026-08-13T16:42:48.404734+00:00"
107,"load_test_1785079220891_ins_22","","Load Test Product 22","عام","",222,0,50,"2026-08-13T16:42:48.404734+00:00"
108,"load_test_1785079220891_ins_23","","Load Test Product 23","عام","",223,0,50,"2026-08-13T16:42:48.404734+00:00"
109,"load_test_1785079220891_ins_24","","Load Test Product 24","عام","",224,0,50,"2026-08-13T16:42:48.404734+00:00"
110,"load_test_1785079220891_ins_25","","Load Test Product 25","عام","",225,0,50,"2026-08-13T16:42:48.404734+00:00"
111,"load_test_1785079220891_ins_26","","Load Test Product 26","عام","",226,0,50,"2026-08-13T16:42:48.404734+00:00"
112,"load_test_1785079220891_ins_27","","Load Test Product 27","عام","",227,0,50,"2026-08-13T16:42:48.404734+00:00"
113,"load_test_1785079220891_ins_28","","Load Test Product 28","عام","",228,0,50,"2026-08-13T16:42:48.404734+00:00"
114,"load_test_1785079220891_ins_29","","Load Test Product 29","عام","",229,0,50,"2026-08-13T16:42:48.404734+00:00"
115,"load_test_1785079220891_ins_3","","Load Test Product 3","عام","",203,0,50,"2026-08-13T16:42:48.404734+00:00"
116,"load_test_1785079220891_ins_30","","Load Test Product 30","عام","",230,0,50,"2026-08-13T16:42:48.404734+00:00"
117,"load_test_1785079220891_ins_31","","Load Test Product 31","عام","",231,0,50,"2026-08-13T16:42:48.404734+00:00"
118,"load_test_1785079220891_ins_38","","Load Test Product 38","عام","",238,0,50,"2026-08-13T21:00:41.123393+00:00"
119,"load_test_1785079220891_ins_39","","Load Test Product 39","عام","",239,0,50,"2026-08-13T16:42:48.404734+00:00"
120,"load_test_1785079220891_ins_41","","Load Test Product 41","عام","",241,0,50,"2026-08-13T21:00:41.123393+00:00"
121,"load_test_1785079220891_ins_42","","Load Test Product 42","عام","",242,0,50,"2026-08-13T21:00:41.123393+00:00"
122,"load_test_1785079220891_ins_43","","Load Test Product 43","عام","",243,0,50,"2026-08-13T21:00:41.123393+00:00"
123,"load_test_1785079220891_ins_44","","Load Test Product 44","عام","",244,0,50,"2026-08-13T21:00:41.123393+00:00"
124,"load_test_1785079220891_ins_45","","Load Test Product 45","عام","",245,0,50,"2026-08-13T21:00:41.123393+00:00"
125,"load_test_1785079220891_ins_46","","Load Test Product 46","عام","",246,0,50,"2026-08-13T21:00:41.123393+00:00"
126,"load_test_1785079220891_ins_47","","Load Test Product 47","عام","",247,0,50,"2026-08-13T21:00:41.123393+00:00"
127,"load_test_1785079220891_ins_48","","Load Test Product 48","عام","",248,0,50,"2026-08-13T21:00:41.123393+00:00"
128,"load_test_1785079220891_ins_49","","Load Test Product 49","عام","",249,0,50,"2026-08-13T21:00:41.123393+00:00"
129,"load_test_1785079220891_ins_6","","Load Test Product 6","عام","",206,0,50,"2026-08-13T16:42:48.404734+00:00"
130,"load_test_1785079220891_ins_8","","Load Test Product 8","عام","",208,0,50,"2026-08-13T16:42:48.404734+00:00"
131,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_11_مسلوب_٧٥_٥٠_بولي_الاهرام","","مسلوب ٧٥*٥٠ بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",121,0,100,"2026-08-13T16:42:48.404734+00:00"
132,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_12_جلبه_٧٥_سن_دخلي_بولي_الاهرام","","جلبه ٧٥ سن دخلي بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",1012,0,100,"2026-08-13T16:42:48.404734+00:00"
133,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_2_جلبه_٢_بولي_الاهرام","","جلبه ٢ بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",63,0,100,"2026-08-13T16:42:48.404734+00:00"
134,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_3_تي_٢_بولي_الاهرام","","تي ٢ بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",93,0,100,"2026-08-13T16:42:48.404734+00:00"
135,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_4_م_٧٥_ملي_بولي_الاهرام_١٦_بن","","م ٧٥ ملي بولي الاهرام ١٦ بن","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",371,0,100,"2026-08-13T16:42:48.404734+00:00"
136,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_5_كوع_٧٥ملي_بولي_الاهرام","","كوع ٧٥ملي بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",131,0,100,"2026-08-13T16:42:48.404734+00:00"
137,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_6_جلبه٧٥بولي_الاهرام","","جلبه٧٥بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",112,0,100,"2026-08-13T21:00:41.123393+00:00"
138,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_7_تي_٧٥_٥٠_ملي_بولي_الاهرام","","تي ٧٥*٥٠ ملي بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",224,0,100,"2026-08-13T21:00:41.123393+00:00"
139,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_8_تي_٧٥_٣٢_ملي_بولي_الاهرام","","تي ٧٥*٣٢ ملي بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",191.8,0,100,"2026-08-13T21:00:41.123393+00:00"
140,"poly_sarf_بولي ٢ و ٣ بوصه الاهرام_9_مسلوب_٧٥_٣٢_بولي_الاهرام","","مسلوب ٧٥*٣٢ بولي الاهرام","بولي + صرف","بولي ٢ و ٣ بوصه الاهرام",121,0,100,"2026-08-14T15:35:59.167614+00:00"
141,"poly_sarf_قطع ١ بوصة الاهرام أبيض_0_متر_١_عادة_أبيض","","متر ١ عادة أبيض","بولي + صرف","قطع ١ بوصة الاهرام أبيض",25,0,100,"2026-08-14T00:06:05.645953+00:00"
142,"poly_sarf_قطع ١ بوصة الاهرام أبيض_1_م_١_بوصه_الاهرام_أبيض","","م ١ بوصه الاهرام أبيض","بولي + صرف","قطع ١ بوصة الاهرام أبيض",40,0,100,"2026-08-13T16:42:48.404734+00:00"
143,"poly_sarf_قطع ١ بوصة الاهرام أبيض_5_مشترك_١_بوصة_عادة_أبيض","","مشترك ١ بوصة عادة أبيض","بولي + صرف","قطع ١ بوصة الاهرام أبيض",18,0,100,"2026-08-13T16:42:48.404734+00:00"
144,"poly_sarf_قطع ١ بوصة الاهرام أبيض_6_مشترك_مفتوح_١_أبيض","","مشترك مفتوح ١ أبيض","بولي + صرف","قطع ١ بوصة الاهرام أبيض",25,0,100,"2026-08-13T16:42:48.404734+00:00"
145,"poly_sarf_قطع ١,٥ بولي الاهرام_0_متر_بولي_١,٥_الاهرام","","متر بولي ١,٥ الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",170,0,100,"2026-08-13T16:42:48.404734+00:00"
146,"poly_sarf_قطع ١,٥ بولي الاهرام_1_تي_لحام_١,٥_١_بولي_اهرام","","تي لحام ١,٥*١ بولي اهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",66,0,100,"2026-08-13T16:42:48.404734+00:00"
147,"poly_sarf_قطع ١,٥ بولي الاهرام_10_كوع_١,٥_بسن_الاهرام","","كوع ١,٥ بسن الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",298,0,100,"2026-08-13T16:42:48.404734+00:00"
148,"poly_sarf_قطع ١,٥ بولي الاهرام_11_جلبه_١,٥_بسن_دخلي_الاهرام","","جلبه ١,٥ بسن دخلي الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",297,0,100,"2026-08-13T16:42:48.404734+00:00"
149,"poly_sarf_قطع ١,٥ بولي الاهرام_13_جلبه_١,٥_بلاكور_بسن_خارجي_الاهرام","","جلبه ١,٥ بلاكور بسن خارجي الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",494,0,100,"2026-08-13T16:42:48.404734+00:00"
150,"poly_sarf_قطع ١,٥ بولي الاهرام_14_تي_١,٥_٣_٤_لحام_الاهرام","","تي ١,٥*٣/٤ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",66,0,100,"2026-08-13T16:42:48.404734+00:00"
151,"poly_sarf_قطع ١,٥ بولي الاهرام_2_محبس_١,٥_بلاكور_الاهرام","","محبس ١,٥ بلاكور الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",1206,0,100,"2026-08-13T16:42:48.404734+00:00"
152,"poly_sarf_قطع ١,٥ بولي الاهرام_3_كوع_١,٥_لحام_الاهرام","","كوع ١,٥ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",54,0,100,"2026-08-13T16:42:48.404734+00:00"
153,"poly_sarf_قطع ١,٥ بولي الاهرام_4_تي_١,٥_لحام_الاهرام","","تي ١,٥ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",66,0,100,"2026-08-13T16:42:48.404734+00:00"
154,"poly_sarf_قطع ١,٥ بولي الاهرام_6_جلبه_١,٥_لحام_الاهرام","","جلبه ١,٥ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",46,0,100,"2026-08-13T16:42:48.404734+00:00"
155,"poly_sarf_قطع ١,٥ بولي الاهرام_7_مسلوب_١,٥_١_لحام_الاهرام","","مسلوب ١,٥*١ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",46,0,100,"2026-08-13T16:42:48.404734+00:00"
156,"poly_sarf_قطع ١,٥ بولي الاهرام_8_مسلوب_١,٥_٣_٤_لحام_الاهرام","","مسلوب ١,٥*٣/٤ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",46,0,100,"2026-08-13T16:42:48.404734+00:00"
157,"poly_sarf_قطع ١,٥ بولي الاهرام_9_طبه_١,٥_لحام_الاهرام","","طبه ١,٥ لحام الاهرام","بولي + صرف","قطع ١,٥ بولي الاهرام",46,0,100,"2026-08-13T16:42:48.756766+00:00"
158,"poly_sarf_قطع ١٫٥ ابيض الاهرام_0_كوع_١٫٥_٤٥_ابيض_الاهرام","","كوع ١٫٥ ٤٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",19,0,100,"2026-08-13T16:42:48.756766+00:00"
159,"poly_sarf_قطع ١٫٥ ابيض الاهرام_1_كوع_مفتوح_١٫٥_ابيض_الاهرام","","كوع مفتوح ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",19,0,100,"2026-08-13T16:42:48.756766+00:00"
160,"poly_sarf_قطع ١٫٥ ابيض الاهرام_2_تي_١٫٥_ابيض_الاهرام","","تي ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",28,0,100,"2026-08-13T16:42:48.756766+00:00"
161,"poly_sarf_قطع ١٫٥ ابيض الاهرام_3_جلبه_١٫٥_ابيض_الاهرام","","جلبه ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",16,0,100,"2026-08-13T16:42:48.756766+00:00"
162,"poly_sarf_قطع ١٫٥ ابيض الاهرام_4_واي_١٫٥_ابيض_الاهرام","","واي ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",41,0,100,"2026-08-13T16:42:48.756766+00:00"
163,"poly_sarf_قطع ١٫٥ ابيض الاهرام_5_كوع_بسن_١٫٥_ابيض_الاهرام","","كوع بسن ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",29,0,100,"2026-08-13T16:42:48.756766+00:00"
164,"poly_sarf_قطع ١٫٥ ابيض الاهرام_6_جلبه_بسن_١٫٥_ابيض_الاهرام","","جلبه بسن ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",25,0,100,"2026-08-13T16:42:48.756766+00:00"
165,"poly_sarf_قطع ١٫٥ ابيض الاهرام_7_بيبه_شور_١٫٥_ابيض_الاهرام","","بيبه شور ١٫٥ ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",94,0,100,"2026-08-13T16:42:48.756766+00:00"
166,"poly_sarf_قطع ١٫٥ ابيض الاهرام_8_م_١٫٥_٤_م_ابيض_الاهرام","","م ١٫٥ ٤ م ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",78,0,100,"2026-08-13T16:42:48.756766+00:00"
167,"poly_sarf_قطع ١٫٥ ابيض الاهرام_9_م_١٫٥_٣_م_ابيض_الاهرام","","م ١٫٥ ٣ م ابيض الاهرام","بولي + صرف","قطع ١٫٥ ابيض الاهرام",59,0,100,"2026-08-13T16:42:48.756766+00:00"
168,"poly_sarf_قطع ١بوصه بولي الاهرام_0_تي_مسلوب١_١_٢_بولي_اهرام","","تي مسلوب١*١/٢ بولي اهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",29,0,100,"2026-08-13T16:42:48.756766+00:00"
169,"poly_sarf_قطع ١بوصه بولي الاهرام_1_م_١_بوصه_بولي_الاهرام","","م ١ بوصه بولي الاهرام","بولي + صرف","قطع ١بوصه بولي الاهرام",72,0,100,"2026-08-13T16:42:48.756766+00:00"
